"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"Other_Baleen_Whales3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales16_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales17_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales18_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales19_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales20_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales16_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales17_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales18_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales19_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales20_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales16_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales17_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales18_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales19_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Other_Baleen_Whales20_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Top_Predators total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Top_Predators1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators16_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators17_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators18_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators19_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators20_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators16_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators17_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators18_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators19_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators20_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators16_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators17_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators18_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators19_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Top_Predators20_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Top_Predators cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"Humpback_Whales_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Humpback_Whales total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Humpback_Whales1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Humpback_Whales9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Humpback_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
