"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"Minke_Whales12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",18055606.3895347,18055606.3895347
"Minke_Whales13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",18109001.9985039,18109001.9985039
"Minke_Whales14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",18142595.4250222,18142595.4250222
"Minke_Whales15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Minke_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",18163717.8647736,18163717.8647736
"Minke_Whales1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",8480068.23166446,8480068.23166446
"Minke_Whales2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",18284994.5407993,18284994.5407993
"Minke_Whales3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",27227707.940275,27227707.940275
"Minke_Whales4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",34115491.1058843,34115491.1058843
"Minke_Whales5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",38985915.7573477,38985915.7573477
"Minke_Whales6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",42270398.3195138,42270398.3195138
"Minke_Whales7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",44424970.3475538,44424970.3475538
"Minke_Whales8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",45815073.2421245,45815073.2421245
"Minke_Whales9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",46702902.7560948,46702902.7560948
"Minke_Whales10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",47266402.5398894,47266402.5398894
"Minke_Whales11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",47622663.8684204,47622663.8684204
"Minke_Whales12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",47847356.932267,47847356.932267
"Minke_Whales13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",47988855.2960353,47988855.2960353
"Minke_Whales14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",48077877.8763089,48077877.8763089
"Minke_Whales15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Minke_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",48133852.3416501,48133852.3416501
"Other_Baleen_Whales_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Other_Baleen_Whales total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Other_Baleen_Whales1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales16_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales17_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales18_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales19_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales20_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Other_Baleen_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Other_Baleen_Whales1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",63556400.4677017,63556400.4677017
"Other_Baleen_Whales2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",83792942.5702847,83792942.5702847
"Other_Baleen_Whales3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",102824550.669066,102824550.669066
"Other_Baleen_Whales4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",119932080.752284,119932080.752284
"Other_Baleen_Whales5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",134818702.677026,134818702.677026
"Other_Baleen_Whales6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",147467382.949298,147467382.949298
"Other_Baleen_Whales7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",158024852.8136,158024852.8136
"Other_Baleen_Whales8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",166719058.38718,166719058.38718
"Other_Baleen_Whales9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",173805740.602939,173805740.602939
"Other_Baleen_Whales10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",179536780.542182,179536780.542182
"Other_Baleen_Whales11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",184143392.253771,184143392.253771
"Other_Baleen_Whales12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",187828765.155586,187828765.155586
"Other_Baleen_Whales13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",190766335.621911,190766335.621911
"Other_Baleen_Whales14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",193101154.6573,193101154.6573
"Other_Baleen_Whales15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",194952758.389751,194952758.389751
"Other_Baleen_Whales16_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",196418589.503095,196418589.503095
"Other_Baleen_Whales17_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",197577434.615947,197577434.615947
"Other_Baleen_Whales18_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",198492602.637483,198492602.637483
"Other_Baleen_Whales19_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",199214724.796292,199214724.796292
"Other_Baleen_Whales20_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Other_Baleen_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",199784145.836986,199784145.836986
"Other_Baleen_Whales1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",168424461.23941,168424461.23941
"Other_Baleen_Whales2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",222051297.811254,222051297.811254
"Other_Baleen_Whales3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",272485059.273024,272485059.273024
"Other_Baleen_Whales4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",317820013.993552,317820013.993552
"Other_Baleen_Whales5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",357269562.094118,357269562.094118
"Other_Baleen_Whales6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",390788564.81564,390788564.81564
"Other_Baleen_Whales7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",418765859.956041,418765859.956041
"Other_Baleen_Whales8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",441805504.726026,441805504.726026
"Other_Baleen_Whales9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",460585212.597789,460585212.597789
"Other_Baleen_Whales10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",475772468.436783,475772468.436783
"Other_Baleen_Whales11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",487979989.472492,487979989.472492
"Other_Baleen_Whales12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",497746227.662304,497746227.662304
"Other_Baleen_Whales13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",505530789.398063,505530789.398063
"Other_Baleen_Whales14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",511718059.841844,511718059.841844
"Other_Baleen_Whales15_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",516624809.732841,516624809.732841
"Other_Baleen_Whales16_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",520509262.183201,520509262.183201
"Other_Baleen_Whales17_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",523580201.732259,523580201.732259
"Other_Baleen_Whales18_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",526005396.989331,526005396.989331
"Other_Baleen_Whales19_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",527919020.710175,527919020.710175
"Other_Baleen_Whales20_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for Other_Baleen_Whales cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",529427986.468013,529427986.468013
"Top_Predators_N",FALSE,2,"[ z b ]","tracer","mg N m-3","Top_Predators total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"Top_Predators1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators15_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators16_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators17_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators18_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators19_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators20_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of Top_Predators cohort 20",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"Top_Predators1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3522302.27649426,3522302.27649426
"Top_Predators2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",9735670.70825924,9735670.70825924
"Top_Predators3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",15746384.6318073,15746384.6318073
"Top_Predators4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",20424604.4764236,20424604.4764236
"Top_Predators5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",23716020.2560555,23716020.2560555
"Top_Predators6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",25911379.4777008,25911379.4777008
"Top_Predators7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",27332187.7584229,27332187.7584229
"Top_Predators8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",28235611.6351351,28235611.6351351
"Top_Predators9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",28804009.5321139,28804009.5321139
"Top_Predators10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29159334.9496994,29159334.9496994
"Top_Predators11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29380591.7001734,29380591.7001734
"Top_Predators12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29518034.0548487,29518034.0548487
"Top_Predators13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29603285.2124204,29603285.2124204
"Top_Predators14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29656115.4312491,29656115.4312491
"Top_Predators15_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 15",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29688835.8580683,29688835.8580683
"Top_Predators16_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 16",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29709094.1917594,29709094.1917594
"Top_Predators17_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 17",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29721634.1075288,29721634.1075288
"Top_Predators18_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 18",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29729395.2822913,29729395.2822913
"Top_Predators19_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for Top_Predators cohort 19",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29734198.4128502,29734198.4128502
